,STATE,CITY,KEYWORD,STATE,COUNTRY
9834,wa,,,,USA
9835,fl,,,,USA
9837,ca,,,,USA
9838,pa,,,,USA
9841,nj,,,,USA
9845,pa,,,,USA
9849,tn,,,,USA
9850,mi,,,,USA
9851,ca,,,,USA
9852,ca,,,,USA
9853,ca,,,,USA
9854,ca,,,,USA
9855,ca,,,,USA
9862,az,,,,USA
9864,ny,new york,,,USA
9865,il,,,,USA
9875,nc,,,,USA
9878,fl,,,,USA
9883,ca,,,,USA
9888,az,phoenix,,,USA
9890,fl,,,,USA
9893,co,,,,USA
9909,tx,,,,USA
9916,ca,,,,USA
9920,ma,,,,USA
9921,ca,,,,USA
9925,ri,,,,USA
9926,ca,,,,USA
9931,ca,,,,USA
9936,in,indianapolis,,,USA
9943,al,,,,USA
9950,or,portland,,,USA
9952,ca,san diego,,,USA
9953,nj,,,,USA
9961,ca,,,,USA
9962,ma,,,,USA
9963,ny,new york,,,USA
9969,ca,los angeles,,,USA
9972,ca,,,,USA
9976,pa,philadelphia,,,USA
9980,tn,,,,USA
9981,ca,san francisco,,,USA
9982,mo,,,,USA
9985,ny,new york,,,USA
9988,fl,,,,USA
9998,in,indianapolis,,,USA
9999,tx,dallas,,,USA
10000,ca,los angeles,,,USA
10004,ma,boston,,,USA
10008,ca,,,,USA
10010,tx,dallas,,,USA
10015,in,indianapolis,,,USA
10016,ny,new york,,,USA
10020,in,indianapolis,,,USA
10021,or,,,,USA
10025,hi,,,,USA
10027,in,indianapolis,,,USA
10028,ny,new york,,,USA
10032,ca,,,,USA
10035,ny,,,,USA
10043,or,,,,USA
10045,ca,los angeles,,,USA
10048,ny,new york,,,USA
10050,ca,los angeles,,,USA
10055,ca,san francisco,,,USA
10058,or,,,,USA
10060,al,,,,USA
10061,il,chicago,,,USA
10066,ny,new york,,,USA
10067,mn,,,,USA
10077,ny,,,,USA
10078,ca,,,,USA
10086,il,chicago,,,USA
10090,pa,philadelphia,,,USA
10092,md,baltimore,,,USA
10094,dc,washington,,,USA
10096,ny,new york,,,USA
10097,il,chicago,,,USA
10112,ca,,,,USA
10113,tx,houston,,,USA
10120,tn,,,,USA
10128,ca,,,,USA
10131,ma,boston,,,USA
10137,ca,los angeles,,,USA
10139,ca,los angeles,,,USA
10142,hi,,,,USA
10143,il,chicago,,,USA
10147,tx,san antonio,,,USA
10148,ca,san francisco,,,USA
10150,mn,,,,USA
10154,il,chicago,,,USA
10155,ga,,,,USA
10162,dc,washington,,,USA
10171,ca,,,,USA
10174,wa,,,,USA
10175,ca,san francisco,,,USA
10179,tx,,,,USA
10180,md,,,,USA
10186,ca,,,,USA
10187,nj,,,,USA
10188,ny,,,,USA
10190,fl,,,,USA
10191,ca,san francisco,,,USA
10192,ca,los angeles,,,USA
10193,ga,,,,USA
10194,il,,,,USA
10197,hi,,,,USA
10199,ca,,,,USA
10200,oh,,,,USA
10211,ca,san francisco,,,USA
10213,ny,new york,,,USA
10216,pa,philadelphia,,,USA
10228,mi,,,,USA
10231,ca,,,,USA
10232,tx,dallas,,,USA
10233,co,denver,,,USA
10234,ca,,,,USA
10251,nc,,,,USA
10252,ca,,,,USA
10254,ca,san francisco,,,USA
10258,ny,new york,,,USA
10262,al,,,,USA
10269,tx,dallas,,,USA
10270,al,,,,USA
10283,fl,,,,USA
10293,ca,,,,USA
10305,ny,new york,,,USA
10308,md,baltimore,,,USA
10312,ma,boston,,,USA
10322,ny,new york,,,USA
10329,wa,seattle,,,USA
10334,fl,,,,USA
10338,ca,,,,USA
10347,ny,new york,,,USA
10351,tx,dallas,,,USA
10354,ca,san diego,,,USA
10355,ca,,,,USA
10357,ca,san francisco,,,USA
10358,wa,seattle,,,USA
10361,ca,los angeles,,,USA
10363,ny,new york,,,USA
10365,wa,seattle,,,USA
10373,tx,austin,,,USA
10388,il,,,,USA
10390,ca,,,,USA
10398,dc,washington,,,USA
10399,dc,washington,,,USA
10403,ca,,,,USA
10404,ca,,,,USA
10405,tn,memphis,,,USA
10406,ca,,,,USA
10407,ca,,,,USA
10408,ca,,,,USA
10419,fl,,,,USA
10421,hi,,,,USA
10436,ny,new york,,,USA
10437,tx,,,,USA
10439,ny,,,,USA
10440,ny,,,,USA
10442,ma,boston,,,USA
10447,il,chicago,,,USA
10454,ny,new york,,,USA
10456,pa,philadelphia,,,USA
10466,ca,san diego,,,USA
10469,il,chicago,,,USA
10471,ma,boston,,,USA
10472,il,chicago,,,USA
10473,ca,san francisco,,,USA
10476,wa,,,,USA
10477,ny,new york,,,USA
10482,ca,san francisco,,,USA
10483,ca,,,,USA
10491,co,denver,,,USA
10492,tx,dallas,,,USA
10493,ca,,,,USA
10496,tx,dallas,,,USA
10497,tx,,,,USA
10500,ca,los angeles,,,USA
10501,ny,new york,,,USA
10503,fl,,,,USA
10507,ca,,,,USA
10526,oh,,,,USA
10527,ca,,,,USA
10528,il,chicago,,,USA
10533,ca,,,,USA
10535,ca,san francisco,,,USA
10536,pa,philadelphia,,,USA
10539,ca,,,,USA
10540,fl,,,,USA
10553,il,chicago,,,USA
10554,il,,,,USA
10557,az,phoenix,,,USA
10564,ny,new york,,,USA
10565,ak,,,,USA
10567,ca,san francisco,,,USA
10568,ca,,,,USA
10571,fl,,,,USA
10572,va,,,,USA
10581,il,chicago,,,USA
10584,oh,,,,USA
10589,ca,,,,USA
10593,mi,,,,USA
10595,ga,,,,USA
10601,mi,,,,USA
10618,mi,,,,USA
10619,ny,new york,,,USA
10620,ny,new york,,,USA
10623,tx,austin,,,USA
10626,ca,san francisco,,,USA
10628,ga,,,,USA
10629,ga,,,,USA
10635,dc,washington,,,USA
10640,ny,new york,,,USA
10645,tx,,,,USA
10649,ny,new york,,,USA
10653,ny,,,,USA
10654,tx,austin,,,USA
10655,pa,philadelphia,,,USA
10656,ca,san francisco,,,USA
10658,ny,,,,USA
10659,dc,washington,,,USA
10661,ca,los angeles,,,USA
10666,ca,,,,USA
10668,oh,,,,USA
10673,nv,las vegas,,,USA
10675,ca,,,,USA
10686,ny,new york,,,USA
10688,ny,new york,,,USA
10689,nj,,,,USA
10693,hi,,,,USA
10694,co,,,,USA
10696,wa,seattle,,,USA
10698,ca,,,,USA
10702,ca,,,,USA
10713,ca,los angeles,,,USA
10715,ca,los angeles,,,USA
10721,ca,los angeles,,,USA
10725,tx,houston,,,USA
10752,nj,,,,USA
10753,ny,new york,,,USA
10756,ny,,,,USA
10757,ma,,,,USA
10760,ri,,,,USA
10765,tx,dallas,,,USA
10767,ny,new york,,,USA
10774,nc,,,,USA
10775,tx,,,,USA
10778,ca,los angeles,,,USA
10779,il,chicago,,,USA
10780,ma,boston,,,USA
10781,ca,san francisco,,,USA
10787,ny,new york,,,USA
10788,ma,boston,,,USA
10790,il,chicago,,,USA
10796,tx,,,,USA
10805,ny,new york,,,USA
10808,il,chicago,,,USA
10809,il,chicago,,,USA
10819,il,chicago,,,USA
10821,il,chicago,,,USA
10824,ny,new york,,,USA
10829,il,chicago,,,USA
10833,ca,los angeles,,,USA
10836,ca,los angeles,,,USA
10837,al,,,,USA
10839,ma,boston,,,USA
10841,nc,charlotte,,,USA
10845,ca,los angeles,,,USA
10846,ny,new york,,,USA
10848,ca,,,,USA
10849,tx,dallas,,,USA
10853,al,,,,USA
10854,wa,washington,,,USA
10858,tx,austin,,,USA
10860,ca,,,,USA
10870,il,chicago,,,USA
10872,ca,los angeles,,,USA
10877,il,chicago,,,USA
10879,il,chicago,,,USA
10882,ny,new york,,,USA
10884,nc,,,,USA
10886,va,,,,USA
10887,ca,,,,USA
10890,il,chicago,,,USA
10891,il,chicago,,,USA
10893,ca,san francisco,,,USA
10897,ca,,,,USA
10901,dc,washington,,,USA
10906,ca,,,,USA
10909,ny,new york,,,USA
10914,ca,,,,USA
10920,ma,,,,USA
10925,tx,,,,USA
10928,ca,san diego,,,USA
10934,tx,,,,USA
10936,oh,,,,USA
10943,tx,dallas,,,USA
10944,ca,,,,USA
10946,mi,detroit,,,USA
10948,il,,,,USA
10950,il,chicago,,,USA
10954,tx,houston,,,USA
10960,tx,dallas,,,USA
10961,ca,san francisco,,,USA
10968,dc,washington,,,USA
10969,nc,,,,USA
10977,ny,new york,,,USA
10984,ca,san francisco,,,USA
10992,ca,san francisco,,,USA
10995,ca,san francisco,,,USA
11000,ca,san francisco,,,USA
11012,dc,washington,,,USA
11013,oh,,,,USA
11023,ca,san francisco,,,USA
11033,sc,,,,USA
11038,ca,san francisco,,,USA
11041,sc,,,,USA
11046,ca,,,,USA
11053,ca,san diego,,,USA
11054,ma,boston,,,USA
11065,ny,,,,USA
11066,ca,san francisco,,,USA
11069,ca,san francisco,,,USA
11088,fl,,,,USA
11091,nh,,,,USA
11096,va,,,,USA
11112,il,chicago,,,USA
11114,or,portland,,,USA
11116,il,chicago,,,USA
11120,ny,new york,,,USA
11123,ny,new york,,,USA
11124,ca,,,,USA
11128,tx,,,,USA
11129,il,chicago,,,USA
11131,mn,,,,USA
11132,fl,,,,USA
11144,ca,san francisco,,,USA
11160,ca,san jose,,,USA
11170,mn,,,,USA
11171,il,chicago,,,USA
11172,tx,austin,,,USA
11176,ma,boston,,,USA
11177,tx,,,,USA
11183,wi,milwaukee,,,USA
11184,nj,,,,USA
11191,co,,,,USA
11193,ca,,,,USA
11195,ca,,,,USA
11197,ca,,,,USA
11199,ca,,,,USA
11203,ny,new york,,,USA
11204,il,chicago,,,USA
11207,nv,las vegas,,,USA
11213,tx,dallas,,,USA
11227,ca,,,,USA
11228,ca,san francisco,,,USA
11235,ca,,,,USA
11236,ks,,,,USA
11238,wa,seattle,,,USA
11242,tx,,,,USA
11244,tx,,,,USA
11245,ca,san francisco,,,USA
11247,fl,,,,USA
11249,ca,,,,USA
11257,ca,san francisco,,,USA
11259,ca,los angeles,,,USA
11273,ca,,,,USA
11275,ny,new york,,,USA
11280,fl,,,,USA
11285,ny,new york,,,USA
11288,il,,,,USA
11291,ny,new york,,,USA
11293,wa,seattle,,,USA
11297,ny,new york,,,USA
11304,ca,san francisco,,,USA
11305,ca,san francisco,,,USA
11306,ny,new york,,,USA
11310,ca,san francisco,,,USA
11318,az,,,,USA
11321,ma,boston,,,USA
11324,tx,houston,,,USA
11325,nv,las vegas,,,USA
11327,ca,san francisco,,,USA
11331,tx,dallas,,,USA
11334,pa,philadelphia,,,USA
11335,in,,,,USA
11342,pa,philadelphia,,,USA
11346,oh,,,,USA
11352,id,,,,USA
11353,ca,,,,USA
11360,fl,,,,USA
11362,ca,san jose,,,USA
11367,tx,houston,,,USA
11373,fl,,,,USA
11374,ca,,,,USA
11377,ca,,,,USA
11381,ca,,,,USA
11386,ca,los angeles,,,USA
11397,il,chicago,,,USA
11400,ca,san francisco,,,USA
11401,ny,,,,USA
11402,wi,milwaukee,,,USA
11403,ut,,,,USA
11407,ga,,,,USA
11413,ma,boston,,,USA
11417,ca,,,,USA
11419,ma,boston,,,USA
11421,il,chicago,,,USA
11422,hi,,,,USA
11423,ca,san francisco,,,USA
11424,va,,,,USA
11432,wa,washington,,,USA
11434,ca,,,,USA
11437,ca,san francisco,,,USA
11439,mi,,,,USA
11446,ma,boston,,,USA
11450,ca,,,,USA
11451,co,,,,USA
11452,ca,san francisco,,,USA
11455,nj,,,,USA
11458,ca,los angeles,,,USA
11459,ca,los angeles,,,USA
11465,nj,,,,USA
11467,ca,,,,USA
11473,ca,,,,USA
11475,ca,los angeles,,,USA
11479,il,,,,USA
11481,ca,,,,USA
11484,dc,washington,,,USA
11492,tx,houston,,,USA
11493,ca,,,,USA
11500,ca,,,,USA
11509,in,,,,USA
11522,dc,washington,,,USA
11525,ma,boston,,,USA
11526,ca,,,,USA
11529,tx,austin,,,USA
11531,il,chicago,,,USA
11532,fl,,,,USA
11534,ca,,,,USA
11537,tx,dallas,,,USA
11539,hi,,,,USA
11540,nm,,,,USA
11544,il,chicago,,,USA
11545,tx,austin,,,USA
11550,il,chicago,,,USA
11552,ma,boston,,,USA
11553,dc,washington,,,USA
11555,ca,los angeles,,,USA
11563,dc,washington,,,USA
11567,ca,,,,USA
11570,ca,,,,USA
11573,nc,charlotte,,,USA
11575,il,chicago,,,USA
11580,az,phoenix,,,USA
11587,tx,houston,,,USA
11590,il,chicago,,,USA
11598,ca,,,,USA
11607,hi,,,,USA
11611,ca,san francisco,,,USA
11612,il,chicago,,,USA
11615,ca,los angeles,,,USA
11616,ny,new york,,,USA
11619,fl,jacksonville,,,USA
11621,ca,,,,USA
11623,dc,washington,,,USA
11624,ca,,,,USA
11625,ca,,,,USA
11628,nj,,,,USA
11632,tx,dallas,,,USA
11633,ca,los angeles,,,USA
11634,ny,new york,,,USA
11641,ca,,,,USA
11649,az,,,,USA
11656,ny,,,,USA
11658,tx,austin,,,USA
11660,ca,san francisco,,,USA
11661,ca,,,,USA
11662,tx,dallas,,,USA
11663,ca,,,,USA
11667,ca,,,,USA
11675,hi,,,,USA
11678,ca,,,,USA
11686,ny,new york,,,USA
11700,il,chicago,,,USA
11703,hi,,,,USA
11706,pa,,,,USA
11710,ca,,,,USA
11711,ca,,,,USA
11719,ca,,,,USA
11720,ca,,,,USA
11721,ca,,,,USA
11722,ca,,,,USA
11724,ca,,,,USA
11725,ny,,,,USA
11726,dc,washington,,,USA
11729,ca,,,,USA
11730,ca,,,,USA
11733,ca,,,,USA
11735,ma,boston,,,USA
11737,ca,,,,USA
11739,ma,,,,USA
11740,pa,philadelphia,,,USA
11742,hi,,,,USA
11751,ny,,,,USA
11756,ca,,,,USA
11760,il,chicago,,,USA
11766,ca,san diego,,,USA
11776,ga,los angeles,,,USA
11778,tx,dallas,,,USA
11794,nj,,,,USA
11799,ca,,,,USA
11802,ny,new york,,,USA
11803,ca,,,,USA
11805,co,,,,USA
11808,ny,new york,,,USA
11812,az,,,,USA
11816,ma,boston,,,USA
11820,tx,austin,,,USA
11825,ny,new york,,,USA
11828,ny,new york,,,USA
11839,dc,washington,,,USA
11846,ny,new york,,,USA
11849,ca,san francisco,,,USA
11853,ny,,,,USA
11854,tx,houston,,,USA
11858,tx,austin,,,USA
11859,nj,,,,USA
11861,ca,,,,USA
11865,ny,new york,,,USA
11877,tx,,,,USA
11878,ny,new york,,,USA
11879,wa,washington,,,USA
11880,ma,boston,,,USA
11886,wi,,,,USA
11887,tx,austin,,,USA
11889,md,baltimore,,,USA
11896,dc,washington,,,USA
11897,tx,austin,,,USA
11903,ca,,,,USA
11905,wi,,,,USA
11913,hi,,,,USA
11924,tx,dallas,,,USA
11925,il,chicago,,,USA
11928,tx,houston,,,USA
11934,va,,,,USA
11943,az,,,,USA
11950,md,,,,USA
11967,ny,new york,,,USA
11968,ma,boston,,,USA
11977,co,,,,USA
11978,tx,,,,USA
11979,dc,washington,,,USA
11981,dc,washington,,,USA
11985,ny,,,,USA
11986,il,chicago,,,USA
11994,mn,,,,USA
11996,ca,los angeles,,,USA
11997,mn,,,,USA
11998,mn,,,,USA
11999,ca,los angeles,,,USA
12000,tx,austin,,,USA
12002,tx,houston,,,USA
12003,tx,,,,USA
12006,tx,austin,,,USA
12015,ny,new york,,,USA
12016,il,chicago,,,USA
12022,pa,philadelphia,,,USA
12024,ny,new york,,,USA
12026,ca,,,,USA
12029,pa,philadelphia,,,USA
12032,oh,,,,USA
12038,il,chicago,,,USA
12046,tx,dallas,,,USA
12053,ny,new york,,,USA
12061,il,chicago,,,USA
12070,nc,charlotte,,,USA
12071,ny,new york,,,USA
12077,sc,,,,USA
12098,tn,,,,USA
12099,wa,seattle,,,USA
12113,dc,washington,,,USA
12114,pa,philadelphia,,,USA
12126,dc,washington,,,USA
12132,oh,,,,USA
12135,ca,,,,USA
12136,ca,,,,USA
12137,ca,,,,USA
12138,ca,,,,USA
12139,ca,,,,USA
12140,dc,washington,,,USA
12141,pa,,,,USA
12144,mi,,,,USA
12145,nc,charlotte,,,USA
12149,il,chicago,,,USA
12159,ga,,,,USA
12166,dc,washington,,,USA
12175,tx,,,,USA
12177,dc,washington,,,USA
12188,fl,,,,USA
12190,fl,,,,USA
12191,ma,boston,,,USA
12197,fl,,,,USA
12202,ny,new york,,,USA
12209,wa,seattle,,,USA
12224,ma,boston,,,USA
12227,tx,,,,USA
12252,ca,,,,USA
12267,nj,,,,USA
12270,tx,houston,,,USA
12275,tx,fort worth,,,USA
12296,ny,,,,USA
12299,tn,,,,USA
12301,tn,,,,USA
12317,ca,san francisco,,,USA
12331,pa,,,,USA
12335,nv,las vegas,,,USA
12353,nv,las vegas,,,USA
12356,co,denver,,,USA
12360,tx,dallas,,,USA
12386,ca,,,,USA
12387,ca,,,,USA
12388,ca,,,,USA
12389,ca,,,,USA
12391,ca,,,,USA
12392,oh,,,,USA
12394,ca,san francisco,,,USA
12430,ny,new york,,,USA
12436,or,,,,USA
12456,co,,,,USA
12475,ok,,,,USA
12478,ca,los angeles,,,USA
12480,ca,los angeles,,,USA
12484,ca,los angeles,,,USA
12524,nc,,,,USA
12554,ca,san francisco,,,USA
12568,ny,new york,,,USA
12576,tx,,,,USA
12583,ca,,,,USA
12619,ca,,,,USA
12620,ca,,,,USA
12621,ca,,,,USA
12622,ca,,,,USA
12623,ca,,,,USA
12634,tx,houston,,,USA
12643,ny,new york,,,USA
12652,ca,los angeles,,,USA
12655,ca,,,,USA
12665,az,,,,USA
12668,ca,,,,USA
12679,ny,new york,,,USA
12694,fl,,,,USA
12698,ca,san jose,,,USA
12703,or,portland,,,USA
12711,ny,new york,,,USA
12712,nj,,,,USA
12715,ca,san francisco,,,USA
12726,ca,los angeles,,,USA
12735,or,,,,USA
12738,co,,,,USA
12740,dc,washington,,,USA
12744,co,denver,,,USA
12748,oh,,,,USA
12749,co,denver,,,USA
12752,dc,washington,,,USA
12765,dc,washington,,,USA
12767,al,,,,USA
12769,al,,,,USA
12788,tx,houston,,,USA
12790,ca,,,,USA
12795,ny,new york,,,USA
12797,wa,washington,,,USA
12799,fl,,,,USA
12810,ca,san francisco,,,USA
12811,ny,new york,,,USA
12813,co,denver,,,USA
12818,ca,,,,USA
12821,wa,seattle,,,USA
12829,ny,new york,,,USA
12831,ny,new york,,,USA
12837,ny,new york,,,USA
12843,nj,,,,USA
12849,ma,boston,,,USA
12881,tx,houston,,,USA
12885,tx,,,,USA
12895,tx,,,,USA
12900,ca,los angeles,,,USA
12901,la,los angeles,,,USA
12904,ca,los angeles,,,USA
12906,ca,los angeles,,,USA
12908,ca,los angeles,,,USA
12909,ca,los angeles,,,USA
12912,dc,washington,,,USA
12913,ca,,,,USA
12914,ca,,,,USA
12915,ca,,,,USA
12916,ca,,,,USA
12918,ca,,,,USA
12920,ca,los angeles,,,USA
12922,ca,los angeles,,,USA
12924,ca,los angeles,,,USA
12925,ca,los angeles,,,USA
12927,ca,los angeles,,,USA
12930,ca,los angeles,,,USA
12932,nv,las vegas,,,USA
12933,nv,las vegas,,,USA
12934,nv,las vegas,,,USA
12935,nv,las vegas,,,USA
12936,nv,las vegas,,,USA
12937,nv,las vegas,,,USA
12938,nv,las vegas,,,USA
12940,ca,los angeles,,,USA
12944,ca,los angeles,,,USA
12949,ny,new york,,,USA
12955,wa,,,,USA
12979,nv,,,,USA
12988,oh,,,,USA
12993,ca,,,,USA
13006,ca,san francisco,,,USA
13014,tx,dallas,,,USA
13016,ny,new york,,,USA
13035,ca,los angeles,,,USA
13040,fl,,,,USA
13043,ky,,,,USA
13045,tn,,,,USA
13051,tx,dallas,,,USA
13057,ca,san francisco,,,USA
13064,ca,san francisco,,,USA
13072,fl,,,,USA
13076,ks,,,,USA
13077,ny,new york,,,USA
13078,ny,,,,USA
13081,oh,,,,USA
13083,ca,los angeles,,,USA
13091,ca,los angeles,,,USA
13092,ca,san francisco,,,USA
13094,il,chicago,,,USA
13096,ca,los angeles,,,USA
13097,nj,,,,USA
13098,ca,los angeles,,,USA
13105,il,chicago,,,USA
13110,va,,,,USA
13112,mi,,,,USA
13115,ca,san francisco,,,USA
13119,ny,,,,USA
13121,va,,,,USA
13124,ca,,,,USA
13130,fl,,,,USA
13132,ma,boston,,,USA
13134,al,,,,USA
13138,md,baltimore,,,USA
13147,ny,new york,,,USA
13149,or,portland,,,USA
13157,fl,,,,USA
13165,hi,,,,USA
13169,tx,houston,,,USA
13170,dc,washington,,,USA
13172,ca,san francisco,,,USA
13175,tx,houston,,,USA
13178,ca,,,,USA
13179,ca,,,,USA
13180,ca,,,,USA
13181,ca,,,,USA
13183,ca,,,,USA
13185,ca,,,,USA
13187,nj,,,,USA
13190,tx,austin,,,USA
13193,ma,boston,,,USA
13194,ca,san francisco,,,USA
13197,ma,boston,,,USA
13198,ca,san francisco,,,USA
13207,ca,san diego,,,USA
13209,nj,,,,USA
13210,fl,,,,USA
13219,ca,,,,USA
13220,mi,,,,USA
13222,ny,,,,USA
13224,tx,dallas,,,USA
13226,ca,san francisco,,,USA
13228,tx,austin,,,USA
13230,tx,,,,USA
13234,tx,san antonio,,,USA
13236,tx,austin,,,USA
13239,tx,san antonio,,,USA
13240,tx,san antonio,,,USA
13242,ca,los angeles,,,USA
13243,tx,austin,,,USA
13245,fl,,,,USA
13249,ca,,,,USA
13251,hi,,,,USA
13253,tx,dallas,,,USA
13258,ri,,,,USA
13261,wi,,,,USA
13263,ny,new york,,,USA
13267,tx,austin,,,USA
13274,ca,san francisco,,,USA
13276,tx,,,,USA
13283,ny,new york,,,USA
13284,dc,washington,,,USA
13287,tx,austin,,,USA
13288,tx,austin,,,USA
13292,ca,,,,USA
13293,ny,,,,USA
13298,fl,jacksonville,,,USA
13309,ca,los angeles,,,USA
13320,ca,san francisco,,,USA
13340,ma,,,,USA
13341,ny,new york,,,USA
13346,nv,las vegas,,,USA
13348,ca,san francisco,,,USA
13354,ca,,,,USA
13359,ca,san francisco,,,USA
13369,tx,austin,,,USA
13371,hi,,,,USA
13372,vt,,,,USA
13373,ma,,,,USA
13374,nv,las vegas,,,USA
13375,nv,las vegas,,,USA
13376,ma,,,,USA
13379,tx,,,,USA
13381,ma,boston,,,USA
13387,in,,,,USA
13397,ca,san francisco,,,USA
13399,az,phoenix,,,USA
13402,ca,,,,USA
13404,ny,,,,USA
13409,az,,,,USA
13410,il,,,,USA
13411,wi,,,,USA
13414,ca,los angeles,,,USA
13415,az,,,,USA
13416,al,,,,USA
13421,sc,new york,,,USA
13427,az,,,,USA
13439,fl,,,,USA
13443,az,,,,USA
13445,ma,boston,,,USA
13448,ny,,,,USA
13449,ca,los angeles,,,USA
13455,ny,,,,USA
13461,fl,,,,USA
13464,ca,,,,USA
13465,ca,,,,USA
13466,ca,,,,USA
13467,ca,,,,USA
13469,ca,,,,USA
13471,ny,,,,USA
13473,ny,,,,USA
13474,ny,new york,,,USA
13475,tx,san antonio,,,USA
13478,nj,,,,USA
13479,nj,,,,USA
13481,ny,new york,,,USA
13489,nj,,,,USA
13500,hi,,,,USA
13501,ga,,,,USA
13504,ma,boston,,,USA
13506,ca,san francisco,,,USA
13513,ny,new york,,,USA
13517,ca,los angeles,,,USA
13519,ca,san francisco,,,USA
13526,ca,los angeles,,,USA
13527,ca,los angeles,,,USA
13530,ny,new york,,,USA
13538,tx,,,,USA
13539,ny,new york,,,USA
13560,ca,,,,USA
13566,ca,,,,USA
13576,ny,,,,USA
13578,or,portland,,,USA
13579,va,,,,USA
13585,co,,,,USA
13592,ny,,,,USA
13594,az,phoenix,,,USA
13597,nc,,,,USA
13601,al,,,,USA
13604,ca,san francisco,,,USA
13614,ny,new york,,,USA
13616,dc,washington,,,USA
13623,mn,,,,USA
13625,ca,san francisco,,,USA
13626,va,,,,USA
13636,hi,,,,USA
13641,ca,san francisco,,,USA
13644,wi,milwaukee,,,USA
13645,id,,,,USA
13652,hi,,,,USA
13658,ca,los angeles,,,USA
13661,ca,,,,USA
13663,co,,,,USA
13665,az,phoenix,,,USA
13666,ca,,,,USA
13675,nv,las vegas,,,USA
13679,ca,los angeles,,,USA
13685,ca,san francisco,,,USA
13690,ny,new york,,,USA
13702,mn,,,,USA
13707,ca,los angeles,,,USA
13708,ca,,,,USA
13724,ny,new york,,,USA
13725,ca,los angeles,,,USA
13730,ny,new york,,,USA
13735,ny,,,,USA
13736,ny,new york,,,USA
13745,ca,san diego,,,USA
13746,nj,,,,USA
13751,nv,las vegas,,,USA
13752,nv,las vegas,,,USA
13756,ca,los angeles,,,USA
13781,ca,san diego,,,USA
13783,hi,,,,USA
13784,il,chicago,,,USA
13785,ny,new york,,,USA
13788,nv,las vegas,,,USA
13789,nv,las vegas,,,USA
13790,ny,new york,,,USA
13791,ca,los angeles,,,USA
13802,ca,,,,USA
13807,fl,,,,USA
13809,ca,los angeles,,,USA
13813,ca,san francisco,,,USA
13825,ca,,,,USA
13828,ca,,,,USA
13832,fl,,,,USA
13834,ca,,,,USA
13835,nd,,,,USA
13839,ca,san francisco,,,USA
13847,ca,,,,USA
13848,tx,austin,,,USA
13854,ny,new york,,,USA
13860,ca,san francisco,,,USA
13864,ny,new york,,,USA
13867,ca,,,,USA
13874,ca,los angeles,,,USA
13882,ca,san diego,,,USA
13884,dc,washington,,,USA
13885,ca,,,,USA
13886,ca,,,,USA
13887,ca,,,,USA
13888,ca,,,,USA
13889,ca,,,,USA
13892,ca,,,,USA
13898,co,,,,USA
13902,ny,,,,USA
13904,ma,,,,USA
13913,ca,los angeles,,,USA
13919,wa,,,,USA
13920,pa,,,,USA
13921,pa,,,,USA
13926,il,chicago,,,USA
13928,ca,los angeles,,,USA
13934,tx,,,,USA
13939,ny,new york,,,USA
13946,ca,,,,USA
13950,nc,charlotte,,,USA
13951,ny,new york,,,USA
13958,nm,,,,USA
13959,nj,,,,USA
13961,ca,san francisco,,,USA
13964,tx,houston,,,USA
13975,ny,,,,USA
13977,ca,,,,USA
13983,ca,san francisco,,,USA
13984,or,portland,,,USA
13990,tx,san antonio,,,USA
13993,oh,,,,USA
13995,ia,,,,USA
13996,ca,los angeles,,,USA
13998,ca,los angeles,,,USA
13999,ca,los angeles,,,USA
14000,ca,san diego,,,USA
14001,ia,,,,USA
14009,mn,,,,USA
14011,az,,,,USA
14018,ny,new york,,,USA
14027,fl,,,,USA
14028,fl,,,,USA
14030,ca,san francisco,,,USA
14031,ny,new york,,,USA
14033,tx,,,,USA
14034,ca,los angeles,,,USA
14036,fl,,,,USA
14039,co,,,,USA
14041,ca,san francisco,,,USA
14044,ca,,,,USA
14055,ny,new york,,,USA
14058,il,,,,USA
14061,ca,san francisco,,,USA
14069,ca,san francisco,,,USA
14070,ny,new york,,,USA
14072,ca,,,,USA
14077,ny,new york,,,USA
14081,tn,,,,USA
14083,sc,,,,USA
14090,az,phoenix,,,USA
14092,ca,los angeles,,,USA
14093,ny,new york,,,USA
14096,il,chicago,,,USA
14098,il,chicago,,,USA
14099,ny,,,,USA
14101,co,denver,,,USA
14110,ca,,,,USA
14136,ca,san jose,,,USA
14139,il,chicago,,,USA
14142,ny,new york,,,USA
14143,ca,san francisco,,,USA
14164,ny,new york,,,USA
14178,in,indianapolis,,,USA
14179,mn,,,,USA
14186,il,chicago,,,USA
14189,ny,,,,USA
14191,ny,new york,,,USA
14194,il,chicago,,,USA
14200,ny,,,,USA
14203,ca,,,,USA
14206,ny,new york,,,USA
14209,ca,san francisco,,,USA
14211,ny,new york,,,USA
14214,ny,new york,,,USA
14217,or,portland,,,USA
14220,ny,,,,USA
14221,ct,,,,USA
14225,al,,,,USA
14227,ca,,,,USA
14228,ny,new york,,,USA
14231,ca,san francisco,,,USA
14235,tn,,,,USA
14237,mn,,,,USA
14238,ma,,,,USA
14253,ca,san francisco,,,USA
14254,oh,,,,USA
14257,ma,,,,USA
14263,fl,,,,USA
14267,ca,,,,USA
14270,ca,san francisco,,,USA
14280,dc,new york,,,USA
14281,dc,new york,,,USA
