,STATE,CITY
13802,ca,
13807,fl,
13809,ca,los angeles
13813,ca,san francisco
13825,ca,
13828,ca,
13832,fl,
13834,ca,
13835,nd,
13839,ca,san francisco
13847,ca,
13848,tx,austin
13854,ny,new york
13860,ca,san francisco
13864,ny,new york
13867,ca,
13874,ca,los angeles
13882,ca,san diego
13884,dc,washington
13885,ca,
13886,ca,
13887,ca,
13888,ca,
13889,ca,
13892,ca,
13898,co,
13902,ny,
13904,ma,
13913,ca,los angeles
13919,wa,
13920,pa,
13921,pa,
13926,il,chicago
13928,ca,los angeles
13934,tx,
13939,ny,new york
13946,ca,
13950,nc,charlotte
13951,ny,new york
13958,nm,
13959,nj,
13961,ca,san francisco
13964,tx,houston
13975,ny,
13977,ca,
13983,ca,san francisco
13984,or,portland
13990,tx,san antonio
13993,oh,
13995,ia,
13996,ca,los angeles
13998,ca,los angeles
13999,ca,los angeles
14000,ca,san diego
14001,ia,
14009,mn,
14011,az,
14018,ny,new york
14027,fl,
14028,fl,
14030,ca,san francisco
14031,ny,new york
14033,tx,
14034,ca,los angeles
14036,fl,
14039,co,
14041,ca,san francisco
14044,ca,
14055,ny,new york
14058,il,
14061,ca,san francisco
14069,ca,san francisco
14070,ny,new york
14072,ca,
14077,ny,new york
14081,tn,
14083,sc,
14090,az,phoenix
14092,ca,los angeles
14093,ny,new york
14096,il,chicago
14098,il,chicago
14099,ny,
14101,co,denver
14110,ca,
14136,ca,san jose
14139,il,chicago
14142,ny,new york
14143,ca,san francisco
14164,ny,new york
14178,in,indianapolis
14179,mn,
14186,il,chicago
14189,ny,
14191,ny,new york
14194,il,chicago
14200,ny,
14203,ca,
14206,ny,new york
14209,ca,san francisco
14211,ny,new york
14214,ny,new york
14217,or,portland
14220,ny,
14221,ct,
14225,al,
14227,ca,
14228,ny,new york
14231,ca,san francisco
14235,tn,
14237,mn,
14238,ma,
14253,ca,san francisco
14254,oh,
14257,ma,
14263,fl,
14267,ca,
14270,ca,san francisco
14280,dc,new york
14281,dc,new york
14283,pa,philadelphia
14284,pa,philadelphia
14287,ny,new york
14293,nc,charlotte
14305,fl,
14306,fl,
14314,fl,
14315,mo,
14322,ny,new york
14336,va,
14338,co,denver
14343,ny,new york
14344,ca,
14345,ca,
14346,ca,
14347,ca,
14349,ca,
14352,ca,
14356,co,denver
14357,ca,san francisco
14358,ca,los angeles
14359,ca,
14367,ny,
14370,ca,los angeles
14371,tx,san antonio
14385,ma,
14390,hi,
14392,co,denver
14396,tx,
14408,ny,new york
14409,pr,
14410,tx,
14417,ri,
14419,il,chicago
14421,tx,dallas
14427,al,
14430,tx,
14431,ca,
14433,tx,
14439,ky,
14440,mn,austin
14444,ca,los angeles
14447,pa,
14449,ct,
14450,nj,
14452,oh,
14453,fl,
14457,oh,
14463,ca,
14466,ca,
14469,ar,
14471,al,
14472,az,
14484,ca,los angeles
14486,ca,los angeles
14487,dc,washington
14508,ca,san francisco
14513,il,chicago
14515,tx,houston
14517,ny,
14527,dc,washington
14531,mo,
14537,ny,
14555,ny,new york
14598,fl,
14603,il,chicago
14613,ma,boston
14618,sc,
14619,mo,
14638,ma,
14656,wi,
14657,ga,
14661,ny,new york
14663,tx,houston
14673,co,denver
14683,ny,new york
14730,wa,seattle
14759,fl,
14761,pa,
14778,ny,new york
14785,ny,new york
14805,mn,
14806,tx,san antonio
14816,va,
14817,or,portland
14820,md,
14822,mi,
14823,nm,
14826,oh,
14827,ny,new york
14834,ny,
14843,co,
14846,me,
14850,mo,
14852,oh,
14853,ny,
14854,ca,
14855,ca,
14856,ca,
14857,ca,
14859,ca,
14861,ks,
14862,tx,
14864,ak,
14877,fl,
14884,co,denver
14908,nm,
14914,il,chicago
14915,ny,
14924,ny,new york
14930,ny,
14932,nj,
14947,ny,new york
14991,mi,detroit
14992,ct,
15009,co,denver
15017,ny,new york
15018,oh,
15020,ca,san francisco
15023,tx,austin
15026,ny,new york
15027,ny,new york
15029,ca,san francisco
15038,ny,new york
15072,tx,fort worth
15074,ma,boston
15116,nj,
15136,mi,
15190,ca,
15191,ca,
15192,ca,
15193,ca,
15195,ca,
15196,ca,los angeles
15210,tx,houston
15234,ny,
15239,ny,new york
15250,tx,san antonio
15263,ny,new york
15280,sc,
15300,ny,
15332,ca,
15355,ca,san francisco
15478,mo,
15490,fl,
15523,co,
15536,ca,san jose
15539,ca,
15540,ca,
15541,ca,
15542,ca,
15544,ca,
15551,al,
15580,tx,san antonio
15603,il,chicago
15606,il,chicago
15608,il,chicago
15611,il,chicago
15614,il,chicago
15616,il,chicago
15640,fl,
15646,ca,los angeles
15650,ca,
15657,ca,los angeles
15660,ma,boston
15675,nv,las vegas
15687,nv,las vegas
15694,ca,los angeles
15701,ca,
15710,in,indianapolis
15733,ca,los angeles
15747,nj,
15757,nj,
15769,nj,
15809,ca,
15818,ca,los angeles
15835,oh,
15853,ca,
15875,oh,
15880,tx,
15893,ms,dallas
15919,ca,los angeles
15920,ca,los angeles
15921,al,
15932,hi,
15970,fl,
15986,mi,
15992,nc,
16003,fl,
16005,il,
16026,nv,las vegas
16031,ca,
16032,ca,
16033,ca,
16034,ca,
16036,ca,
16039,fl,
16058,ma,
16064,tx,dallas
16074,dc,washington
16091,md,baltimore
16092,ny,new york
16093,tx,
16099,ga,
16105,ca,los angeles
16112,ca,san francisco
16114,ga,
16120,fl,
16139,ny,new york
16144,ny,new york
16168,tx,fort worth
16170,ny,new york
16172,az,phoenix
16174,az,phoenix
16179,ca,
16181,mi,
16183,pa,
16184,tx,austin
16188,ca,los angeles
16195,al,
16199,ca,
16201,ga,
16217,mn,
16228,ca,
16229,ca,
16230,ca,
16231,ca,
16233,ca,
16238,fl,
16241,il,chicago
16245,il,chicago
16250,fl,
16252,va,
16253,ga,
16256,nj,
16261,fl,
16262,nj,
16269,tx,houston
16270,tx,houston
16278,tx,houston
16280,tx,houston
16281,tx,houston
16288,tx,houston
16290,al,
16292,tx,houston
16296,fl,
16297,tx,houston
16298,me,
16315,tx,houston
16316,tx,houston
16324,ca,san francisco
16325,fl,
16337,dc,washington
16351,dc,washington
16357,md,baltimore
16358,fl,
16359,ca,
16363,dc,washington
16381,al,
16383,ut,
16384,tx,houston
16389,tx,houston
16390,tx,houston
16391,tn,
16392,ca,san francisco
16436,ca,
16441,hi,
16446,ri,
16452,ca,san francisco
16453,ca,los angeles
16462,ny,new york
16467,ca,san francisco
16472,al,
16477,ca,
16478,ca,san francisco
16482,ca,san diego
16483,ca,san diego
16485,ca,los angeles
16488,ca,san diego
16495,ma,boston
16497,ca,
16498,ca,
16499,ca,
16500,ca,
16502,ca,
16503,il,chicago
16516,ca,los angeles
16519,tx,houston
16523,tx,houston
16525,ca,los angeles
16530,wa,seattle
16548,al,
16549,ny,
16550,md,baltimore
16551,md,baltimore
16562,ca,
16563,ca,los angeles
16580,ca,los angeles
16582,ca,
16583,ma,boston
16587,hi,
16595,pa,philadelphia
16596,tx,houston
16599,fl,
16600,ca,los angeles
16601,ca,los angeles
16604,ca,
16605,ca,los angeles
16606,ca,
16607,ny,new york
16611,nv,las vegas
16620,fl,
16622,il,chicago
16630,al,
16646,ia,
16648,ca,los angeles
16649,ri,
16653,il,chicago
16657,nv,las vegas
16671,ca,
16699,pa,philadelphia
16707,fl,
16708,dc,washington
16712,nc,charlotte
16718,il,chicago
16719,ca,los angeles
16722,fl,
16723,fl,
16725,ca,
16728,ny,new york
16730,fl,
16738,ca,san diego
16739,ca,los angeles
16742,tx,
16752,ca,los angeles
16755,ri,
16760,ca,los angeles
16777,al,
16792,ca,
16793,ca,
16794,ca,
16795,ca,
16796,ca,
16800,il,chicago
16811,nh,
16812,ca,
16813,il,chicago
16823,ny,new york
16825,ca,san francisco
16826,ca,san francisco
16834,al,
16841,co,denver
16844,ca,san francisco
16874,fl,
16877,ca,san francisco
16882,ca,los angeles
16883,il,chicago
16884,or,portland
16885,co,
16889,fl,
16891,ny,new york
16902,ca,
16904,oh,
16905,oh,
16909,tx,dallas
16917,ca,los angeles
16921,ny,new york
16934,ga,
16954,ny,new york
16958,ri,
16961,ny,new york
16970,nj,
16972,va,
16984,ca,
16995,ny,new york
16996,ca,los angeles
17005,wa,
17014,ak,
17018,ny,new york
17023,sc,new york
17029,fl,
17030,il,chicago
17034,dc,washington
17043,ny,new york
17046,il,chicago
17057,fl,
17068,ny,new york
17072,ks,
17078,tx,dallas
17090,ca,
17094,ca,
17097,in,
17104,ca,
17105,ca,
17106,ca,
17107,ca,
17109,ca,
17110,ca,
17118,ca,los angeles
17119,in,
17121,ca,san francisco
17127,nj,
17128,mi,
17129,ct,
17136,il,chicago
17138,ca,los angeles
17145,ca,
17154,ca,san diego
17156,ca,san francisco
17159,ny,new york
17160,ca,los angeles
17161,ny,
17162,ca,los angeles
17163,ca,los angeles
17186,ca,san francisco
17193,mo,
17199,in,
17210,wv,
17223,tx,austin
17224,fl,
17231,ga,
17244,ca,los angeles
17255,ne,
17256,ne,
17257,ne,
17260,ca,los angeles
17264,ny,
17267,ny,
17294,in,
17295,mi,
17302,nv,las vegas
17307,ca,
17362,nc,charlotte
17365,fl,
17375,ny,new york
17381,ga,
17392,ca,
17394,ca,
17395,ca,
17396,ca,
17398,ca,
17457,ca,
17497,pa,
17502,ca,san diego
17541,ca,san francisco
17552,fl,
17593,dc,washington
17628,ny,
17672,ca,los angeles
17678,tx,houston
17717,ga,
17742,ca,san francisco
17772,ny,new york
17776,nc,
17784,wa,seattle
17798,ga,
17799,ca,
17800,ca,
17801,ca,
17803,ca,
17804,ca,
17806,il,
17807,ca,
17818,co,
17854,ca,san francisco
17868,ca,
17875,ca,los angeles
17883,ca,
17884,il,chicago
17908,or,
17913,mn,
17921,ca,
17927,ca,san francisco
17929,ca,san francisco
17934,ga,
17946,ga,
17952,ca,
17953,ca,
17954,ca,
17955,ca,
17957,ca,
17959,oh,
17962,tx,houston
17963,tx,
17967,fl,
17969,oh,
17972,ca,
17974,ca,
17977,va,
17979,ca,los angeles
17981,fl,jacksonville
17986,fl,jacksonville
17987,fl,jacksonville
17992,ca,
17998,ca,
17999,va,
18001,tx,houston
18004,ok,
18007,co,
18015,ca,san diego
18017,il,chicago
18018,co,
18064,ny,
18091,mo,
18099,ca,san diego
18100,nv,las vegas
18101,nv,las vegas
18102,nv,las vegas
18103,nv,las vegas
18104,nv,las vegas
18105,nv,las vegas
18106,nv,las vegas
18108,il,chicago
18109,nv,las vegas
18113,mo,
18115,ny,new york
18116,wi,milwaukee
18120,mi,
18128,ca,los angeles
18134,tx,houston
18148,ca,los angeles
18149,ca,los angeles
18150,ca,
18151,nv,las vegas
18155,dc,washington
18157,ca,san francisco
18159,va,
18162,ca,los angeles
18163,ca,
18164,ca,
18165,ca,
18166,ca,
18167,ca,
18177,tx,houston
18181,il,chicago
18182,ca,
18185,fl,
18187,ny,new york
18188,mn,
18193,wi,
18196,ny,new york
18205,nv,las vegas
18212,ny,new york
18217,or,portland
18218,ga,
18222,ny,new york
18224,mn,
18228,ca,los angeles
18230,ca,los angeles
18235,ca,los angeles
18247,tx,austin
18252,nv,las vegas
18262,tx,fort worth
18264,il,chicago
18266,ca,san francisco
18269,ca,
18271,md,
18274,ca,los angeles
18291,me,
18305,ca,
18333,co,
18344,tx,austin
18354,nj,
18355,va,
18358,ca,
18361,ny,new york
18371,nv,las vegas
18374,ny,new york
18377,ca,washington
18384,ny,new york
18385,fl,
18391,ny,
18392,ma,boston
18393,pa,
18394,nc,
18395,ny,
18396,pa,
18399,pa,
18400,fl,
18404,mn,
18405,ma,boston
18407,ca,los angeles
18412,ca,san francisco
18413,fl,
18415,tn,
18419,ca,
18420,ca,
18421,ca,
18422,ca,
18423,ca,
18424,ca,los angeles
18426,ca,los angeles
18429,fl,
18431,ny,new york
18437,al,
18438,ny,new york
18443,ca,los angeles
18462,ca,
18464,dc,washington
18470,ny,new york
18472,ca,san diego
18484,tx,austin
18486,or,
18490,co,
18491,dc,washington
18495,tx,
18496,ca,los angeles
18499,dc,washington
18500,ca,
18502,az,
18516,ca,san francisco
18518,dc,washington
18521,ca,san diego
18522,pa,
18526,fl,
18529,oh,columbus
18536,ma,
18545,ca,san diego
18556,pa,philadelphia
18557,nv,las vegas
18565,ca,
18566,pa,philadelphia
18567,mn,
18569,pa,philadelphia
18586,mn,
18589,mn,
18590,fl,
18594,ca,los angeles
18595,ny,new york
18597,ut,
18598,tx,san antonio
18599,oh,
18600,ny,new york
18601,ny,new york
18602,ca,
18603,pa,philadelphia
18604,tx,dallas
18605,in,indianapolis
18606,or,
18607,tn,memphis
18608,az,phoenix
18609,md,baltimore
18610,fl,
18611,mo,
18612,tx,houston
18613,ca,
18614,ne,
18615,mn,
18616,in,indianapolis
18617,mn,
18618,la,los angeles
18619,fl,
18620,az,phoenix
18621,al,
18623,tx,dallas
18624,wi,milwaukee
18625,nc,charlotte
18626,ok,
18627,wi,milwaukee
18628,ny,new york
18629,ca,
18630,or,portland
18631,ga,
18632,dc,washington
18633,fl,
18634,mi,detroit
18635,ok,
18636,co,denver
18637,fl,
18638,ny,
18639,ca,los angeles
18640,tx,houston
18642,ma,boston
18643,il,chicago
18644,tx,
18645,ca,
18646,mo,
18647,ut,
18648,ma,boston
18649,co,denver
18650,ny,new york
18651,ca,
18652,ca,los angeles
18653,tn,
18654,az,
18655,il,chicago
18656,pa,philadelphia
18657,oh,
18658,wa,seattle
18659,il,chicago
18660,ga,
18661,ny,new york
18662,ca,los angeles
18664,dc,washington
18666,fl,jacksonville
18667,ms,
18668,mi,detroit
18669,sc,
18670,ks,
18671,ga,
18672,md,baltimore
18673,la,los angeles
18674,nc,charlotte
18675,or,
18676,ma,boston
18677,fl,
18678,ny,new york
18680,tx,austin
18681,wa,seattle
18682,ia,
18683,sc,
18684,va,
18685,wv,
18686,fl,
18687,mi,
18688,id,
18689,ny,new york
18690,mi,
18691,tn,
18693,nj,
18694,al,
18695,nc,
18696,fl,
18697,in,
18699,wi,
18700,pa,
18701,pa,philadelphia
18702,ny,
18703,tx,
18705,ny,new york
18706,ny,new york
18707,ny,new york
18708,mi,detroit
18710,pa,philadelphia
18711,ny,new york
18715,ny,new york
18725,mn,
18726,in,indianapolis
18733,ny,new york
18739,tx,austin
18749,ca,
18752,ny,new york
18755,tx,
18772,dc,washington
18774,nv,las vegas
18780,ca,
18781,ca,
18782,ca,
18783,ca,
18785,ca,
18792,pa,philadelphia
18797,il,chicago
18799,fl,
18819,ca,
18821,ca,
18823,nv,las vegas
18832,il,chicago
18833,nc,
18834,ca,
18836,fl,
18839,ma,boston
18840,fl,
18841,mn,
18847,fl,
18852,ny,new york
18853,ny,new york
18858,fl,
18863,fl,
18867,fl,
18870,fl,
18880,mn,
18891,fl,
18897,ca,
18898,ca,los angeles
18899,ca,los angeles
18902,fl,
18905,wa,seattle
18907,ma,boston
18914,ca,los angeles
18915,az,phoenix
18917,ca,
18921,la,los angeles
18927,nc,
18928,mn,
18929,ny,new york
18931,fl,
18940,la,
18948,tx,dallas
18950,ca,
18952,nv,las vegas
18969,ny,new york
18970,in,
18972,tx,
18974,pa,philadelphia
18975,mo,
18978,ia,
18980,fl,
18983,fl,
18984,ny,new york
18994,ma,
18997,ca,
19011,fl,
19014,ia,
19026,tx,houston
19034,ca,
19035,ca,
19036,ca,
19037,ca,
19038,ca,
19040,pa,
19043,co,
19045,fl,
19046,pa,philadelphia
19047,ma,boston
19057,oh,
19061,sc,
19070,ny,new york
19077,ca,
19078,oh,columbus
19087,nc,charlotte
19089,ca,
19090,ca,los angeles
19098,la,los angeles
19107,il,chicago
19111,ma,boston
19112,tx,houston
19114,ny,new york
19118,ny,new york
19120,nm,
19124,ks,
19127,ca,san diego
19133,il,chicago
19135,ca,
19144,ca,
19152,ca,los angeles
19153,ny,new york
19158,dc,washington
19165,mo,
19166,ma,
19168,nj,
19172,co,
19178,dc,washington
19187,ca,
19192,il,chicago
19195,mn,
19221,il,chicago
19222,il,chicago
19223,dc,washington
19224,va,
19225,pa,philadelphia
19233,ca,san francisco
19238,fl,
19240,mo,
19242,nj,
19246,ny,
19253,mi,
19266,tx,dallas
19269,ca,
19278,fl,
19280,ca,
19281,ca,
19282,ca,
19283,ca,
19284,ca,
19285,fl,
19286,ca,
19287,fl,
19288,md,baltimore
19292,az,
19295,ca,
19297,ny,new york
19301,ca,
19302,ca,
19304,il,chicago
19305,ca,los angeles
19308,il,chicago
19311,ky,
19312,ct,
19313,pa,
19315,wi,
19323,tx,
19324,va,
19326,ca,
19327,ma,boston
19330,il,chicago
19336,fl,
19339,ca,
19341,co,
19342,ma,boston
19343,ma,boston
19347,pa,
19352,nj,
19354,ny,new york
19357,tx,dallas
19359,tx,
19360,ma,boston
19364,tx,dallas
19372,tx,
19378,il,chicago
19384,ma,boston
19412,pa,
19415,fl,jacksonville
19416,pa,
19419,fl,jacksonville
19431,il,chicago
19435,ny,new york
19437,pa,philadelphia
19444,ma,boston
19449,ca,
19450,ca,
19451,ca,
19452,ca,
19454,ca,
19458,ca,san diego
19466,fl,
19467,tn,
19489,ca,
19503,ca,los angeles
19527,ar,
19530,fl,
19573,tx,houston
19601,ca,
19603,ca,
19604,ca,
19605,ca,
19606,ca,
19618,ca,
19630,ca,los angeles
19632,tx,houston
19663,ny,new york
19679,ca,
19691,il,
19701,ca,
19740,wa,seattle
19762,nj,
19769,nj,
19770,ca,
19771,ca,
19772,ca,
19773,ca,
19774,ca,
19775,nc,
19777,il,chicago
19783,va,
19784,va,
19790,ca,san francisco
19796,ia,
19803,ca,los angeles
19808,ca,
19812,fl,
19815,la,los angeles
19816,ma,
19828,ny,new york
19829,nv,
19830,ny,new york
19832,nv,
19834,ny,new york
19836,ca,
19844,ca,san francisco
19846,il,
19848,pa,
19849,il,chicago
19851,ca,
19858,ca,los angeles
19862,mn,
19863,ca,san francisco
19868,tn,memphis
19874,pa,
19882,ca,los angeles
19885,ny,new york
19892,nv,las vegas
19893,ca,los angeles
19896,dc,washington
19899,pa,philadelphia
19901,dc,washington
19905,ca,san francisco
19906,fl,
19907,al,
19909,ca,san francisco
19910,ny,new york
19914,ny,new york
19915,ca,
19916,ca,
19917,ca,
19918,ca,
19920,ca,
19921,ca,los angeles
19924,sc,
19926,ca,san diego
19931,ca,los angeles
19932,ca,los angeles
19934,tx,
19941,ky,
19943,mn,austin
19947,ct,
19948,pa,
19951,nj,
19952,oh,
19954,fl,
19957,oh,
19964,ca,
19966,ca,
19969,ar,
19971,al,
19972,az,
19976,ca,los angeles
19981,ca,los angeles
19986,al,
19988,fl,
19990,tx,houston
19995,tx,houston
20000,ca,los angeles
20001,ca,los angeles
20004,ca,san francisco
20009,ca,los angeles
20011,nj,
20026,ca,san diego
20027,fl,
20029,hi,
20030,ma,
20035,ut,
20036,nv,
20039,fl,
20042,dc,washington
20044,al,
20050,fl,
20052,ca,los angeles
20057,ca,
20064,nc,
20067,ca,san francisco
20073,mn,
20075,ca,los angeles
20081,ma,boston
20084,nc,charlotte
20093,wi,
20095,ny,new york
20101,ny,new york
20104,nc,charlotte
20111,al,
20117,ny,new york
20118,ny,new york
20122,nj,
20123,ca,
20130,fl,
20133,ca,san francisco
20136,ny,new york
20137,ca,
20139,in,
20142,fl,
20148,ny,new york
20149,ca,san jose
20150,fl,
20151,ny,
20152,ny,new york
20153,pa,philadelphia
20157,nc,charlotte
20158,ny,new york
20160,ny,new york
20167,co,
20170,mi,
20171,il,chicago
20174,az,
20176,ny,new york
20178,ms,
20184,ca,
20185,ca,
20186,ca,
20187,ca,
20188,ca,
20191,ca,
20197,ca,los angeles
20201,ca,los angeles
20206,ca,
20216,ca,
20220,ny,
20221,dc,washington
20226,oh,columbus
20230,pa,philadelphia
20231,wa,seattle
20235,ca,los angeles
20236,ca,los angeles
20237,ca,
20239,hi,
20241,ga,
20245,dc,washington
20247,hi,
20248,mn,
20253,tx,houston
20256,ma,boston
20262,ct,
20263,ny,
20264,ct,
20265,ma,
20266,ct,
20267,ny,
20268,hi,
20271,ca,
20272,ct,
20274,ny,new york
20275,ny,new york
20276,tx,austin
20277,nv,las vegas
20278,tn,
20282,ca,los angeles
20283,ca,los angeles
20287,sc,
20289,ca,san diego
20292,tx,austin
20296,fl,
20305,ca,
20307,ma,boston
20310,mi,detroit
20313,hi,
20315,ca,
20317,ma,
20319,ny,
20324,dc,washington
20325,ca,
20329,ca,
20331,ca,
20335,fl,
20337,fl,
20339,hi,
20340,tn,memphis
20341,co,
20342,co,
20348,ca,los angeles
20350,nv,las vegas
20352,ny,new york
20358,nj,
20367,ny,new york
20374,la,los angeles
20381,fl,
20386,mn,
20388,az,phoenix
20392,mi,
20398,nv,las vegas
20400,mi,detroit
20401,ca,
20402,hi,
20404,tx,austin
20406,fl,
20409,co,
20410,ca,
20411,ca,
20412,ca,
20413,ca,
20415,ca,
20416,ny,new york
20429,il,chicago
20430,ny,
20431,va,
20432,ny,new york
20437,va,
20442,il,chicago
20443,va,
20446,nj,
20455,fl,
20459,wa,seattle
20463,ca,
20465,wa,seattle
20471,ga,
20474,md,baltimore
20477,ca,los angeles
20487,ca,san francisco
20495,wa,seattle
20501,ca,los angeles
20503,me,
20505,ma,boston
20509,wa,seattle
20510,il,chicago
20512,hi,
20513,ut,
20514,wi,
20517,ut,
20518,tx,dallas
20520,wi,
20521,il,chicago
20524,fl,
20528,fl,
20529,oh,
20531,tx,houston
20532,la,
20533,ga,
20535,co,
20536,ny,new york
20539,ny,new york
20541,dc,washington
20547,al,
20551,ca,
20552,ca,los angeles
20555,ny,new york
20557,al,
20561,il,chicago
20562,ca,
20564,ny,
20565,tn,
20568,il,chicago
20572,fl,
20573,hi,
20575,fl,
20576,tn,memphis
20579,pa,philadelphia
20580,wi,
20581,ca,los angeles
20584,pa,new york
20587,ct,
20588,ny,new york
20591,az,
20597,il,chicago
20607,nv,las vegas
20610,ky,
20611,ma,
20612,nc,
20620,ny,new york
20621,fl,
20628,tn,
20634,ga,
20641,ny,
20643,az,
20644,fl,
20645,oh,
20647,ma,boston
20666,ca,los angeles
20669,ca,los angeles
20677,co,denver
20679,ca,
20680,ca,
20681,ca,
20682,ca,
20683,ca,
20691,ny,new york
20697,ny,new york
20704,ny,new york
20705,ny,new york
20709,ca,san diego
20711,la,los angeles
20717,ca,
20718,tx,
20720,ca,
20726,tx,san antonio
20727,il,chicago
20730,il,
20738,tx,austin
20740,ma,
20744,tx,houston
20745,tx,houston
20746,tx,houston
20747,tx,houston
20748,tx,houston
20749,tx,houston
20750,tx,houston
20751,tx,houston
20752,tx,houston
20753,tx,houston
20754,tx,
20755,tx,houston
20756,tx,houston
20757,tx,houston
20758,tx,houston
20759,tx,houston
20760,tx,houston
20762,tx,houston
20763,tx,houston
20764,tx,
20765,tx,houston
20766,tx,houston
20767,tx,houston
20768,tx,houston
20769,tx,houston
20771,tx,houston
20773,tx,houston
20774,tx,houston
20775,tx,houston
20776,tx,houston
20777,tx,houston
20778,tx,houston
20779,tx,houston
20780,tx,houston
20782,tx,austin
20783,ny,new york
20792,al,
20796,ma,boston
20799,ny,new york
20801,tx,san antonio
20805,nc,
20808,nc,
20829,mi,
20832,nc,
20842,tx,houston
20846,ct,
20863,ca,san francisco
20870,ca,los angeles
20873,tx,
20874,ny,new york
20876,co,denver
20886,dc,washington
20887,ga,
20888,tx,austin
20896,fl,
20898,il,chicago
20899,ca,
20904,ca,los angeles
20908,ny,new york
20909,ny,new york
20911,pa,philadelphia
20912,ca,san francisco
20923,hi,
20927,ca,los angeles
20930,ky,
20934,ca,
20935,fl,
20942,ny,new york
20947,pa,philadelphia
20950,pa,philadelphia
20953,ny,new york
20957,pa,philadelphia
20958,ny,new york
20961,ny,new york
20962,pa,philadelphia
20963,mi,
20968,ny,new york
20969,ny,new york
20971,tx,houston
20973,il,chicago
20977,nv,las vegas
20988,ny,new york
20990,fl,
20991,ca,san francisco
20992,ri,
20993,hi,
20997,al,
20998,ca,
21000,fl,
21001,ny,new york
21003,ca,
21004,ca,
21005,ca,
21011,ca,
21013,tn,
21014,ca,
21016,tx,
21017,al,
21020,ca,
21024,md,
21027,il,chicago
21033,il,chicago
21034,fl,
21038,ok,
21039,ma,boston
21042,oh,
21044,mi,
21045,tx,
21046,al,
21049,al,
21053,tx,houston
21056,ca,los angeles
21057,ca,los angeles
21060,tx,austin
21061,ct,
21066,pa,philadelphia
21067,al,
21070,ca,san francisco
21073,ca,los angeles
21074,nc,
21090,ny,new york
21091,ny,new york
21098,pr,
21100,fl,
21101,ca,san francisco
21102,fl,
21110,fl,
21111,al,
21122,ca,
21123,ca,
21124,ca,
21126,ca,
21130,al,
21135,co,denver
21141,al,
21150,pa,philadelphia
21152,mn,
21156,ca,
21157,al,
21158,tx,
21170,pr,
21173,fl,
21175,ga,
21185,il,chicago
21189,tx,houston
21194,al,
21198,ny,
21200,ny,new york
21212,il,
21220,nc,
21227,ca,san francisco
21236,al,
21240,hi,
21243,ca,san jose
21244,il,chicago
21245,nv,las vegas
21254,ca,
21259,ca,
21263,nj,
21265,al,
21270,al,
21272,tx,fort worth
21274,ca,
21276,ny,new york
21277,nc,
21278,ga,
21280,tx,houston
21283,nv,las vegas
21284,ca,
21288,nj,
21302,ny,new york
21305,ny,new york
21308,pa,philadelphia
21310,hi,
21312,tx,
21315,ny,new york
21316,tx,austin
21329,id,
21331,al,
21335,il,chicago
21340,ny,new york
21342,al,
21355,ny,
21357,ny,new york
21366,il,chicago
21381,tx,
21384,ny,
21408,ny,new york
21410,al,
21435,fl,
21438,az,phoenix
21443,ca,san francisco
21447,mo,
21449,ca,
21450,nj,
21457,az,phoenix
21458,ny,
21460,az,phoenix
21461,az,phoenix
21462,az,phoenix
21464,az,phoenix
21465,az,phoenix
21467,az,phoenix
21469,nj,
21470,az,phoenix
21473,az,phoenix
21478,tx,
21481,or,portland
21484,al,
21485,co,denver
21491,ma,boston
21498,co,denver
21501,mi,
21506,co,denver
21507,co,denver
21508,co,denver
21509,co,denver
21511,co,denver
21512,co,denver
21514,il,chicago
21515,co,denver
21516,co,denver
21520,co,denver
21522,co,denver
21523,mn,
21527,nj,
21529,ca,los angeles
21531,ny,new york
21536,pa,philadelphia
21540,ca,
21542,ny,
21558,va,
21562,md,
21566,ny,new york
21572,tx,houston
21575,ny,new york
21581,ny,new york
21582,ny,
21588,fl,
21599,tx,dallas
21601,tx,dallas
21602,tx,dallas
21604,tx,dallas
21606,tx,dallas
21608,tx,dallas
21611,tx,dallas
21614,tx,dallas
21617,tx,dallas
21618,tx,dallas
21621,tx,dallas
21624,al,
21626,tx,dallas
21640,tx,dallas
21642,tx,austin
21643,tx,dallas
21644,ny,
21651,nj,
21652,fl,
21658,ny,new york
21671,fl,
21681,ca,
21682,ca,
21683,ca,
21684,ca,
21685,ca,
21703,ny,new york
21705,ny,
21714,ca,los angeles
21716,ca,los angeles
21729,az,phoenix
21731,az,phoenix
21732,az,phoenix
21734,ny,
21735,ny,
21736,az,phoenix
21737,az,phoenix
21741,az,phoenix
21742,az,phoenix
21743,az,phoenix
21746,az,phoenix
21747,az,phoenix
21749,in,
21750,az,phoenix
21753,az,phoenix
21755,az,phoenix
21761,az,phoenix
21764,az,phoenix
21767,az,phoenix
21770,va,
21815,ca,san diego
21844,tx,
21853,ny,new york
21877,mo,
21928,ny,new york
21930,pa,
21963,ny,new york
21967,fl,
21969,ca,
21975,ca,
21976,ny,
21977,ny,
21978,ny,
21979,ny,
21984,ny,
21986,ny,
21987,ny,
21988,ny,
21989,ca,
21990,ca,
21991,ca,
21992,ca,
21993,ca,
21994,ny,
21995,ny,
21997,ny,
21998,ny,
22001,ny,
22002,ny,
22004,ny,
22006,mn,
22010,ny,
22011,ny,
22016,ca,los angeles
22023,ut,
22039,oh,
22040,ny,
22045,ny,
